id,access_chain
13,"itsdangerous.URLSafeTimedSerializer(*,salt=*,serializer=*,signer_kwargs=*).loads(*):12"
13,"itsdangerous.URLSafeTimedSerializer(*,salt=*,serializer=*,signer_kwargs=*).loads:12"
13,"itsdangerous.URLSafeTimedSerializer(*,salt=*,serializer=*,signer_kwargs=*):11"
13,itsdangerous.URLSafeTimedSerializer:3
14,flask.sessions.SessionInterface.__init__(*):31
14,flask.sessions.SessionInterface.__init__:31
14,flask.sessions.SessionInterface:3
14,flask.sessions.SessionMixin:3
14,memcache.LockingClient(*):16
14,memcache.LockingClient:16
14,memcache:6
14,"werkzeug.contrib.cache.MemcachedCache(key_prefix=*,servers=*):19"
14,werkzeug.contrib.cache.MemcachedCache:4
15,sqlalchemy.types.Integer:7
15,sqlalchemy.types.TypeDecorator:6
15,sqlalchemy.types:4
16,"argparse.ArgumentParser(description=*).add_argument(*,*,default=*,dest=*,help=*,type=*):45,48"
16,"argparse.ArgumentParser(description=*).add_argument(*,help=*,metavar=*,nargs=*):42"
16,"argparse.ArgumentParser(description=*).add_argument:42,45,48"
16,argparse.ArgumentParser(description=*).parse_args().from_lang:53
16,argparse.ArgumentParser(description=*).parse_args().texts:54
16,argparse.ArgumentParser(description=*).parse_args().to_lang:53
16,argparse.ArgumentParser(description=*).parse_args():52
16,argparse.ArgumentParser(description=*).parse_args:52
16,argparse.ArgumentParser(description=*):41
16,argparse.ArgumentParser:41
16,argparse:38
16,locale.getpreferredencoding():58
16,locale.getpreferredencoding:58
16,locale:40
16,"sys.stdout.write(*):59,60"
16,"sys.stdout.write:59,60"
16,sys.version_info.major:56
16,sys:39
16,"urllib.parse.quote(*,*):28"
16,"urllib.parse.quote:5,8"
16,"urllib.quote(*,*):28"
16,"urllib.quote:5,8"
16,"urllib.request.Request(headers=*,url=*):29"
16,urllib.request.Request:29
16,urllib.request.urlopen(*).read().decode(*):35
16,urllib.request.urlopen(*).read().decode:35
16,urllib.request.urlopen(*):34
16,urllib.request.urlopen:34
16,"urllib.request:4,7"
16,"urllib2.Request(headers=*,url=*):29"
16,urllib2.Request:29
16,urllib2.urlopen(*).read().decode(*):35
16,urllib2.urlopen(*).read().decode:35
16,urllib2.urlopen(*):34
16,urllib2.urlopen:34
16,"urllib2:4,7"
17,json.loads(*):37
17,json.loads:37
17,json:4
17,prettytable.PrettyTable(*).add_row(*):46
17,prettytable.PrettyTable(*).add_row:46
17,"prettytable.PrettyTable(*).align:42,43,44"
17,prettytable.PrettyTable(*):41
17,prettytable.PrettyTable:3
17,subprocess.check_output(*):35
17,subprocess.check_output:35
17,subprocess:2
17,time.strftime(*):47
17,time.strftime:47
17,time:5
18,"docopt.docopt(*,version=*):22"
18,docopt.docopt:16
18,json.loads(*):27
18,json.loads:27
18,json:17
18,sys.stdin:26
18,sys.stdout:24
18,sys:18
18,"unicodecsv.DictWriter(*,extrasaction=*,fieldnames=*).writeheader():25"
18,"unicodecsv.DictWriter(*,extrasaction=*,fieldnames=*).writeheader:25"
18,"unicodecsv.DictWriter(*,extrasaction=*,fieldnames=*).writerow(*):28"
18,"unicodecsv.DictWriter(*,extrasaction=*,fieldnames=*).writerow:28"
18,"unicodecsv.DictWriter(*,extrasaction=*,fieldnames=*):24"
18,unicodecsv.DictWriter:15
19,datetime.datetime.fromtimestamp(*):8
19,datetime.datetime.fromtimestamp:8
19,datetime:2
19,datetime_ob.timetuple():5
19,datetime_ob.timetuple:5
19,time.mktime(*):5
19,time.mktime:5
19,time:1
20,base64.b64decode(*):14
20,base64.b64decode:14
20,base64:1
20,"django.core.files.base.ContentFile(*,name=*).split(*):11"
20,"django.core.files.base.ContentFile(*,name=*).split:11"
20,"django.core.files.base.ContentFile(*,name=*).startswith(*):9"
20,"django.core.files.base.ContentFile(*,name=*).startswith:9"
20,"django.core.files.base.ContentFile(*,name=*):14"
20,django.core.files.base.ContentFile:3
20,rest_framework.serializers.ImageField:7
20,rest_framework.serializers:4
21,haystack.query.SQ(name=*):5
21,haystack.query.SQ:2
21,haystack.query.SearchQuerySet().filter(*):5
21,haystack.query.SearchQuerySet().filter:5
21,haystack.query.SearchQuerySet:2
21,operator.__and__:5
21,operator:1
22,"ctypes.CDLL(*,use_errno=*).clock_gettime(*,*):25"
22,"ctypes.CDLL(*,use_errno=*).clock_gettime.argtypes:20"
22,"ctypes.CDLL(*,use_errno=*).clock_gettime:19"
22,ctypes.POINTER(*):20
22,ctypes.POINTER:20
22,ctypes.Structure:14
22,ctypes.byref(*):25
22,ctypes.byref:25
22,ctypes.c_int:10
22,"ctypes.c_long:11,17"
22,ctypes.get_errno():26
22,ctypes.get_errno:26
22,ctypes.util.find_library:4
22,ctypes:2
22,errno.EINVAL:28
22,errno.errorcode:27
22,errno:3
22,"functools.partial(*,*).__name__:38,40"
22,"functools.partial(*,*):35,37,39"
22,functools.partial:5
22,"itertools.repeat(*,*):52"
22,itertools.repeat:45
22,random.random():52
22,random.random:52
22,random:43
22,time.clock:49
22,time.perf_counter.__name__:38
22,time.perf_counter:35
22,time.process_time.__name__:40
22,time.process_time:35
22,time.sleep(*):51
22,time.sleep:51
22,time:44
22,timeit.Timer(timer=*).repeat(number=*):60
22,timeit.Timer(timer=*).repeat:60
22,timeit.Timer:46
22,timeit.default_timer:46
22,timer():54
22,"timer.__name__:54,61"
22,timespec().tv_nsec:32
22,timespec().tv_sec:32
22,timespec():24
23,django.contrib.admin.site.register(*):19
23,django.contrib.admin.site.register:19
23,django.contrib.admin:12
23,django.db.models.base.ModelBase:11
23,models:13
24,"array.array(*,*):23"
24,array.array:8
24,pygame.init():34
24,pygame.init:34
24,"pygame.mixer.Sound.__init__(*,*):18"
24,pygame.mixer.Sound.__init__:18
24,pygame.mixer.Sound:12
24,"pygame.mixer.get_init():22,24"
24,pygame.mixer.get_init:12
24,"pygame.mixer.pre_init(*,*,*,*):33"
24,pygame.mixer.pre_init:12
24,pygame:11
24,time.sleep(*):36
24,time.sleep:9
25,re.compile(*).findall(*):24
25,re.compile(*).findall:24
25,re.compile(*):23
25,re.compile:23
25,re:2
25,threading.Thread.__init__(*):7
25,threading.Thread.__init__:7
25,threading.Thread:5
25,threading:3
25,"urllib2.urlopen(*).read():12,20"
25,"urllib2.urlopen(*).read:12,20"
25,urllib2:1
26,"keras.backend.categorical_crossentropy(*,*):28"
26,keras.backend.categorical_crossentropy:28
26,"keras.backend.dot(*,*):24,25"
26,"keras.backend.dot:24,25"
26,"keras.backend.function(*,*):39"
26,"keras.backend.function(*,*):47"
26,"keras.backend.function(*,*,updates=*):36"
26,"keras.backend.function(*,*,updates=*):46"
26,"keras.backend.function:36,39"
26,"keras.backend.mean(*,axis=*):28"
26,keras.backend.mean:28
26,"keras.backend.placeholder(name=*,shape=*).reshape(*):43"
26,"keras.backend.placeholder(name=*,shape=*).reshape:43"
26,"keras.backend.placeholder(name=*,shape=*):12,13"
26,"keras.backend.placeholder:12,13"
26,keras.backend.sigmoid(*):24
26,keras.backend.sigmoid:24
26,keras.backend.softmax(*):25
26,keras.backend.softmax:25
26,keras.backend:2
26,keras.datasets.mnist.load_data():42
26,keras.datasets.mnist.load_data:42
26,keras.datasets.mnist:3
26,"keras.initializations.glorot_uniform(*):17,19"
26,keras.initializations.glorot_uniform:6
26,"keras.initializations.zero(*):18,20"
26,keras.initializations.zero:6
26,"keras.metrics.categorical_accuracy(*,*):31"
26,keras.metrics.categorical_accuracy:5
26,"keras.optimizers.Adam().get_updates(*,*,*):35"
26,keras.optimizers.Adam().get_updates:35
26,keras.optimizers.Adam():34
26,keras.optimizers.Adam:1
26,"keras.utils.np_utils.to_categorical(*,*):44"
26,keras.utils.np_utils.to_categorical:4
26,numpy:7
27,os.path.split(*):8
27,os.path.split:8
27,os:1
27,"subprocess.check_call(*,cwd=*):9,10"
27,subprocess.check_call:2
28,codecs.getdecoder(*):19
28,codecs.getdecoder(*):20
28,codecs.getdecoder:19
28,"codecs.iterencode(*,encoding=*):21"
28,codecs.iterencode:21
28,"codecs.open(*,encoding=*):14"
28,codecs.open:14
28,codecs:8
28,"csv.DictReader.__init__(*,*,...,**):23"
28,csv.DictReader.__init__:23
28,csv.DictReader.next(*).iteritems():28
28,csv.DictReader.next(*).iteritems:28
28,csv.DictReader.next(*):27
28,csv.DictReader.next:27
28,csv.DictReader:17
28,csv:7
29,os.environ:20
29,os.rmdir(*):31
29,os.rmdir:31
29,os:14
29,"random.randrange(*,*,*):19"
29,random.randrange:19
29,random:13
30,flask.Markup(*).format(*):20
30,flask.Markup(*).format:20
30,flask.Markup:2
30,"flask.abort(*):27,30"
30,flask.abort:2
30,"flask.request.form:25,28,34"
30,flask.request.method:34
30,flask.request:2
30,flask.session:2
30,random.getrandbits(*):14
30,random.getrandbits:14
30,random:1
31,"base64.b64encode(*):17,18,19,25"
31,"base64.b64encode:17,18,19,25"
31,base64:4
31,socket.AF_INET:14
31,socket.SOCK_STREAM:14
31,"socket.socket(*,*).close():30"
31,"socket.socket(*,*).close:30"
31,"socket.socket(*,*).connect(*):15"
31,"socket.socket(*,*).connect:15"
31,"socket.socket(*,*).send(*):23,29"
31,"socket.socket(*,*).send:23,29"
31,"socket.socket(*,*):14"
31,socket.socket:14
31,socket:3
31,"time.sleep(*):31,41,48,53"
31,"time.sleep:31,41,48,53"
31,time:2
32,hashlib.sha224(*).hexdigest():25
32,hashlib.sha224(*).hexdigest:25
32,hashlib:3
32,os.makedirs(*):13
32,os.makedirs:13
32,os.path.exists(*):12
32,os.path.exists:12
32,os:1
32,re.compile(*):8
32,re.compile:8
32,re:2
32,resource.headers.get_content_charset():20
32,resource.headers.get_content_charset:20
32,resource.read().decode(*):20
32,resource.read().decode:20
32,urllib.request.urlopen(*).headers.get_content_charset():20
32,urllib.request.urlopen(*).headers.get_content_charset:20
32,urllib.request.urlopen(*).read().decode(*):20
32,urllib.request.urlopen(*).read().decode:20
32,urllib.request.urlopen(*):19
32,urllib.request.urlopen:19
32,"urllib.request.urlretrieve(*,*):33"
32,urllib.request.urlretrieve:33
32,urllib.request:4
33,"json.dumps(*,indent=*):25"
33,json.dumps:25
33,json.loads(*):24
33,json.loads:24
33,json:3
33,pdb.set_trace:4
33,time.sleep(*):21
33,time.sleep:5
33,"time.time():9,11"
33,time.time.sleep(*):21
33,time.time.sleep:5
33,time.time:5
33,urllib.request.urlopen(*).read().decode(*):23
33,urllib.request.urlopen(*).read().decode:23
33,urllib.request.urlopen(*):22
33,urllib.request.urlopen:22
33,urllib.request:2
34,doctest.testmod():61
34,doctest.testmod:61
34,doctest:60
35,keras.backend.mean(*):28
35,"keras.backend.mean(*,axis=*):16,17"
35,"keras.backend.mean:16,17,28"
35,"keras.backend.sqrt(*):20,21"
35,"keras.backend.sqrt:20,21"
35,"keras.backend.var(*,axis=*):18,19"
35,"keras.backend.var:18,19"
35,keras.backend.zeros_like(*):27
35,keras.backend.zeros_like:27
35,keras.backend:1
35,"tensorflow.extract_image_patches(*,*,*,*,*):13,14"
35,"tensorflow.extract_image_patches:13,14"
35,tensorflow.is_nan(*):27
35,tensorflow.is_nan:27
35,"tensorflow.reshape(*,*):9,10"
35,"tensorflow.reshape:9,10"
35,"tensorflow.select(*,*,*):27"
35,tensorflow.select:27
35,"tensorflow.transpose(*,*):11,12"
35,"tensorflow.transpose:11,12"
35,tensorflow:2
36,boto3.client(*).describe_tasks(tasks=*):17
36,boto3.client(*).describe_tasks:17
36,"boto3.client(*).run_task(overrides=*,taskDefinition=*):58"
36,boto3.client(*).run_task:58
36,boto3.client(*):8
36,boto3.client:8
36,boto3:4
36,logging.getLogger(*).debug(*):38
36,logging.getLogger(*).debug:38
36,logging.getLogger(*).info(*):35
36,logging.getLogger(*).info:35
36,logging.getLogger(*):9
36,logging.getLogger:9
36,logging:2
36,luigi.Parameter():53
36,luigi.Parameter(is_list=*):54
36,"luigi.Parameter:53,54"
36,luigi.Task:42
36,luigi:5
36,time.sleep(*):37
36,time.sleep:37
36,time:1
37,glob.glob(*):10
37,glob.glob:10
37,glob:4
37,"json.dump(*,*):33"
37,json.dump:33
37,json:6
37,os.path.expanduser(*):9
37,os.path.expanduser:9
37,os.path:3
37,sqlite3.connect(*).close():30
37,sqlite3.connect(*).close:30
37,sqlite3.connect(*).cursor().execute(*):15
37,sqlite3.connect(*).cursor().execute:15
37,sqlite3.connect(*).cursor():13
37,sqlite3.connect(*).cursor:13
37,sqlite3.connect(*):12
37,sqlite3.connect:12
37,sqlite3:5
38,"BeautifulSoup.BeautifulSoup(*).find(*,*):29"
38,BeautifulSoup.BeautifulSoup(*).find:29
38,BeautifulSoup.BeautifulSoup(*):5
38,BeautifulSoup.BeautifulSoup:1
38,urllib.urlopen(*):4
38,urllib.urlopen:4
38,urllib:2
39,"gensim.models.Word2Vec(*,min_count=*,size=*,window=*,workers=*).save(*):42"
39,"gensim.models.Word2Vec(*,min_count=*,size=*,window=*,workers=*).save:42"
39,"gensim.models.Word2Vec(*,min_count=*,size=*,window=*,workers=*):41"
39,gensim.models.Word2Vec:41
39,gensim:6
39,itertools:6
39,nltk.corpus.stopwords.words(*).extend(*):22
39,nltk.corpus.stopwords.words(*).extend:22
39,nltk.corpus.stopwords.words(*):21
39,nltk.corpus.stopwords.words:21
39,nltk.corpus.stopwords:3
39,nltk:6
39,os:6
39,pandas.DataFrame(*):15
39,"pandas.DataFrame(*,columns=*):34"
39,"pandas.DataFrame:15,34"
39,pandas:5
39,pymongo.MongoClient().target_database.target_collection.find():15
39,pymongo.MongoClient().target_database.target_collection.find:15
39,pymongo.MongoClient().target_database.target_collection:14
39,pymongo.MongoClient().target_database:13
39,pymongo.MongoClient():12
39,pymongo.MongoClient:2
39,pymongo:6
39,"re.sub(*,*,*).split(*):37"
39,"re.sub(*,*,*).split:37"
39,re:6
39,"snowballstemmer.EnglishStemmer().stemWords(*):23,37"
39,"snowballstemmer.EnglishStemmer().stemWords:23,37"
39,snowballstemmer.EnglishStemmer():18
39,snowballstemmer.EnglishStemmer:18
39,snowballstemmer:6
39,string.ascii_lowercase:4
40,functools.wraps(*):7
40,functools.wraps:2
40,inspect.getargspec(*).defaults:9
40,inspect:3
41,re.compile(*).match(*):10
41,re.compile(*).match:10
41,re.compile(*):9
41,re.compile:9
41,re:2
41,"subprocess.Popen(*,stdout=*).communicate():7"
41,"subprocess.Popen(*,stdout=*).communicate:7"
41,subprocess.call(*):29
41,subprocess.call:29
41,subprocess:1
41,sys.argv:5
41,sys:2
42,random.random():7
42,random.random:1
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*).Beta:7"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*).Lambda:7"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*).transform_to(*).Beta:10"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*).transform_to(*).Lambda:10"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*).transform_to(*):9"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*).transform_to:9"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to(*):6"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*).transform_to:6"
43,"astropy.coordinates.ICRSCoordinates(*,*,unit=*):5"
43,astropy.coordinates.ICRSCoordinates:2
43,astropy.units.degree:5
43,astropy.units.hour:5
43,astropy.units:1
43,streams.coordinates.OrphanCoordinates:3
43,streams.coordinates.SgrCoordinates:3
44,"wsgiref.simple_server.make_server(*,*,*).serve_forever():11"
44,"wsgiref.simple_server.make_server(*,*,*).serve_forever:11"
44,"wsgiref.simple_server.make_server(*,*,*):10"
44,wsgiref.simple_server.make_server:10
44,wsgiref.simple_server:3
45,"argparse.ArgumentParser(description=*).add_argument(*,help=*,metavar=*):6"
45,argparse.ArgumentParser(description=*).add_argument:6
45,argparse.ArgumentParser(description=*).parse_args().directory:10
45,argparse.ArgumentParser(description=*).parse_args():8
45,argparse.ArgumentParser(description=*).parse_args:8
45,argparse.ArgumentParser(description=*):5
45,argparse.ArgumentParser:5
45,argparse:3
45,os.listdir(*):11
45,os.listdir:11
45,"os.path.join(*,*):17"
45,os.path.join:17
45,os.walk(*):15
45,os.walk:15
45,os:3
45,re.MULTILINE:13
45,"re.compile(*,*).findall(*):22"
45,"re.compile(*,*).findall:22"
45,"re.compile(*,*):13"
45,re.compile:13
45,re:3
45,regex.findall(*):22
45,regex.findall:22
45,sys:3
46,"django.http.StreamingHttpResponse(*,content_type=*):56"
46,"django.http.StreamingHttpResponse(*,content_type=*,status=*):52"
46,django.http.StreamingHttpResponse:1
46,mimetypes.guess_type(*):43
46,mimetypes.guess_type:43
46,mimetypes:3
46,os.SEEK_SET:12
46,os.path.getsize(*):42
46,os.path.getsize:42
46,os:4
46,re.I:7
46,"re.compile(*,*).match(*).groups():46"
46,"re.compile(*,*).match(*).groups:46"
46,"re.compile(*,*).match(*):41"
46,"re.compile(*,*).match:41"
46,"re.compile(*,*):7"
46,re.compile:7
46,re:5
46,"request.META.get(*,*).strip():40"
46,"request.META.get(*,*).strip:40"
46,wsgiref.util.FileWrapper(*):56
46,wsgiref.util.FileWrapper:2
47,__future__.print_function:3
47,base64.b64encode(*):14
47,base64.b64encode:14
47,base64:7
47,json.loads(*):11
47,json.loads:11
47,json:5
47,sys.argv:9
47,sys:6
47,urllib.quote(*):9
47,urllib.quote:9
47,"urllib.urlopen(*).read():10,13"
47,"urllib.urlopen(*).read:10,13"
47,urllib:4
48,collections.Counter(*):32
48,collections.Counter:5
48,"math.log(*):35,43"
48,"math.log:35,43"
48,math:2
48,os:1
48,pandas.DataFrame(*).data.apply(*):29
48,pandas.DataFrame(*).data.apply:29
48,pandas.DataFrame(*).frequencies.apply(*):35
48,pandas.DataFrame(*).frequencies.apply:35
48,pandas.DataFrame(*).log_frequencies.apply(*):47
48,pandas.DataFrame(*).log_frequencies.apply:47
48,pandas.DataFrame(*).tfidf.apply(*):51
48,pandas.DataFrame(*).tfidf.apply:51
48,pandas.DataFrame(*).tfidf:50
48,"pandas.DataFrame(*).words.apply(*):32,42"
48,"pandas.DataFrame(*).words.apply:32,42"
48,pandas.DataFrame(*).words:39
48,pandas.DataFrame(*):21
48,pandas.DataFrame:21
48,pandas:4
48,"re.sub(*,*,*).split():29"
48,"re.sub(*,*,*).split:29"
48,re:3
48,"sklearn.datasets.fetch_20newsgroups(categories=*,random_state=*,remove=*,shuffle=*,subset=*).data:23"
48,"sklearn.datasets.fetch_20newsgroups(categories=*,random_state=*,remove=*,shuffle=*,subset=*).filenames:22"
48,"sklearn.datasets.fetch_20newsgroups(categories=*,random_state=*,remove=*,shuffle=*,subset=*):16"
48,sklearn.datasets.fetch_20newsgroups:6
49,"BaseHTTPServer.HTTPServer(*,*).serve_forever():18"
49,"BaseHTTPServer.HTTPServer(*,*).serve_forever:18"
49,"BaseHTTPServer.HTTPServer(*,*).socket:16"
49,"BaseHTTPServer.HTTPServer(*,*):15"
49,BaseHTTPServer.HTTPServer:15
49,BaseHTTPServer:9
49,SimpleHTTPServer.SimpleHTTPRequestHandler:15
49,SimpleHTTPServer:10
49,"os.system(*):14,17"
49,"os.system:14,17"
49,os:12
49,"ssl.wrap_socket(*,certfile=*,server_side=*):16"
49,ssl.wrap_socket:16
49,ssl:11
50,os.path.exists(*):12
50,os.path.exists:12
50,os:4
50,sublime:2
50,sublime_plugin.EventListener:7
50,sublime_plugin:1
50,time.sleep(*):11
50,time.sleep:11
50,time:3
51,"os.path.exists(*):25,28"
51,"os.path.exists:25,28"
51,os.path:22
52,os.makedirs(*):10
52,os.makedirs:10
52,os:1
52,sqlite3.connect(*).execute(*).fetchall():5
52,sqlite3.connect(*).execute(*).fetchall:5
52,sqlite3.connect(*):3
52,sqlite3.connect:3
52,sqlite3:1
53,datetime.datetime.now():29
53,datetime.datetime.now:29
53,"datetime.datetime.strptime(*,*):30"
53,datetime.datetime.strptime:30
53,datetime.datetime:3
53,dateutil.relativedelta.relativedelta(months=*):31
53,dateutil.relativedelta.relativedelta:31
53,dateutil.relativedelta:4
53,json.dumps(*):35
53,json.dumps:35
53,json:1
53,os:5
53,"requests.post(*,data=*).json():13"
53,"requests.post(*,data=*).json:13"
53,"requests.post(*,data=*):12"
53,"requests.post(*,data=*,headers=*).status_code:51"
53,"requests.post(*,data=*,headers=*).text:50"
53,"requests.post(*,data=*,headers=*):49"
53,"requests.post:12,49"
53,requests:2
54,fabric.api.env.hosts:7
54,fabric.api.env.key_filename:11
54,fabric.api.env.user:5
54,fabric.api.env:1
