id,access_chain
16,argparse.ArgumentParser.parse_args
16,sys.stdout.write
16,sys.stdout.write
16,urllib.parse.quote
16,urllib.request.Request
16,urllib.request.urlopen
17,json.loads
17,prettytable.PrettyTable
17,prettytable.PrettyTable.add_row
17,subprocess.check_output
17,time.strftime
18,docopt.docopt
18,json.loads
18,unicodecsv.DictWriter
18,unicodecsv.DictWriter.writeheader
18,unicodecsv.DictWriter.writerow
19,datetime.datetime.fromtimestamp
19,time.mktime
20,django.core.files.base.ContentFile
20,django.core.files.base.ContentFile.split
20,django.core.files.base.ContentFile.startswith
21,haystack.query.SQ
21,haystack.query.SearchQuerySet.filter
22,ctypes.POINTER
22,ctypes.get_errno
22,functools.partial
22,functools.partial
22,itertools.repeat
22,random.random
22,time.sleep
23,django.contrib.admin.site.register
24,array.array
24,pygame.init
24,pygame.mixer.Sound.__init__
24,pygame.mixer.get_init
24,pygame.mixer.get_init
24,pygame.mixer.pre_init
24,time.sleep
25,re.compile
25,re.compile.findall
25,threading.Thread.__init__
25,urllib2.urlopen.read
26,keras.backend.dot
26,keras.backend.dot
26,keras.backend.function
26,keras.backend.function
26,keras.backend.mean
26,keras.backend.placeholder
26,keras.backend.placeholder
26,keras.backend.placeholder.reshape
26,keras.backend.sigmoid
26,keras.backend.softmax
26,keras.datasets.mnist.load_data
26,keras.initializations.glorot_uniform
26,keras.initializations.glorot_uniform
26,keras.initializations.zero
26,keras.initializations.zero
26,keras.metrics.categorical_accuracy
26,keras.optimizers.Adam
26,keras.optimizers.Adam.get_updates
26,keras.utils.np_utils.to_categorical
27,os.path.split
27,subprocess.check_call
27,subprocess.check_call
28,codecs.getdecoder
28,codecs.iterencode
28,codecs.open
28,csv.DictReader.__init__
28,csv.DictReader.next
28,csv.DictReader.next.iteritems
29,os.rmdir
29,random.randrange
30,flask.Markup.format
30,flask.abort
30,flask.abort
31,base64.b64encode
31,base64.b64encode
31,base64.b64encode
31,base64.b64encode
31,base64.b64encode
31,base64.b64encode
31,base64.b64encode
31,base64.b64encode
31,socket.socket
31,socket.socket.close
31,socket.socket.connect
31,socket.socket.send
31,socket.socket.send
31,time.sleep
31,time.sleep
31,time.sleep
31,time.sleep
32,hashlib.sha224.hexdigest
32,os.makedirs
32,os.path.exists
32,re.compile
33,json.dumps
33,json.loads
33,time.sleep
33,time.time
33,time.time
34,doctest.testmod
35,keras.backend.mean
35,keras.backend.mean
35,keras.backend.mean
35,keras.backend.sqrt
35,keras.backend.sqrt
35,keras.backend.var
35,keras.backend.var
35,tensorflow.extract_image_patches
35,tensorflow.extract_image_patches
35,tensorflow.reshape
35,tensorflow.reshape
35,tensorflow.select
35,tensorflow.transpose
35,tensorflow.transpose
36,boto3.client
36,boto3.client.describe_tasks
36,boto3.client.run_task
36,logging.getLogger
36,logging.getLogger.debug
36,logging.getLogger.info
36,luigi.Parameter
36,luigi.Parameter
36,time.sleep
37,glob.glob
37,json.dump
37,sqlite3.connect
37,sqlite3.connect.close
37,sqlite3.connect.cursor
38,BeautifulSoup.BeautifulSoup
38,BeautifulSoup.BeautifulSoup.find
38,urllib.urlopen
39,gensim.models.Word2Vec
39,gensim.models.Word2Vec.save
39,nltk.corpus.stopwords.words
39,pandas.DataFrame
39,pandas.DataFrame
39,pymongo.MongoClient
39,re.sub.split
39,snowballstemmer.EnglishStemmer
39,snowballstemmer.EnglishStemmer.stemWords
40,functools.wraps
41,re.compile
41,re.compile.match
41,subprocess.Popen.communicate
41,subprocess.Popen.communicate.split
41,subprocess.call
42,random.random
42,random.random
43,astropy.coordinates.ICRSCoordinates
43,astropy.coordinates.ICRSCoordinates.transform_to
45,argparse.ArgumentParser
45,argparse.ArgumentParser.add_argument
45,argparse.ArgumentParser.parse_args
45,os.listdir
45,os.path.join
45,os.walk
45,re.compile
45,re.compile.findall
46,django.http.StreamingHttpResponse
46,django.http.StreamingHttpResponse
46,mimetypes.guess_type
46,os.path.getsize
46,re.compile
46,re.compile.match
47,base64.b64encode
47,json.loads
47,urllib.quote
47,urllib.urlopen.read
47,urllib.urlopen.read
48,collections.Counter
48,math.log
48,math.log
48,pandas.DataFrame
48,re.sub.split
48,sklearn.datasets.fetch_20newsgroups
49,BaseHTTPServer.HTTPServer
49,BaseHTTPServer.HTTPServer.serve_forever
49,os.system
49,os.system
49,ssl.wrap_socket
50,os.path.exists
50,time.sleep
51,os.path.exists
51,os.path.exists
52,os.makedirs
52,sqlite3.connect
53,datetime.datetime.strptime
53,json.dumps
53,requests.post
53,requests.post
53,requests.post.json
54,fabric.api.local
54,fabric.api.local.split
54,fabric.api.run
55,math.exp
55,matplotlib.pyplot.plot
55,matplotlib.pyplot.show
55,numpy.arange
55,numpy.random.multivariate_normal
56,base64.decodebytes
57,re.compile
57,re.compile
57,re.compile.findall
57,re.compile.findall
57,urllib.request.urlopen.read.decode
58,django.contrib.admin.site.unregister
58,django.contrib.admin.site.unregister
59,os.walk
60,django.utils.importlib.import_module
60,django.utils.importlib.import_module.SessionStore
61,time.strftime
61,time.strftime
61,tkinter.Label
61,tkinter.Label.after
61,tkinter.Label.mainloop
61,tkinter.Label.pack
62,pyxhook.HookManager
62,pyxhook.HookManager.HookKeyboard
62,pyxhook.HookManager.start
62,subprocess.call
63,binascii.a2b_base64
63,ctypes.c_ulong
63,ctypes.create_string_buffer
63,ctypes.windll.ntdll.RtlDecompressBuffer
64,functools.wraps
64,json.dumps
64,json.loads
65,argparse.ArgumentParser
65,argparse.ArgumentParser.add_argument
65,argparse.ArgumentParser.parse_args
65,argparse.FileType
65,sys.stdout.write
67,argparse.ArgumentParser
67,argparse.ArgumentParser.add_argument
67,argparse.ArgumentParser.add_argument
67,argparse.ArgumentParser.add_argument
67,argparse.ArgumentParser.parse_args
67,dbus.Interface
67,dbus.Interface.clearClipboardHistory
67,dbus.Interface.setClipboardContents
67,dbus.SessionBus
67,dbus.SessionBus.get_object
67,sys.stdin.read
67,sys.stdout.write
68,Foundation.NSWorkspace.sharedWorkspace.openURL_
68,Foundation.NSWorkspace.sharedWorkspace.openURL_
69,os.path.dirname
69,os.path.dirname
69,os.popen.read.rstrip
69,os.system
69,os.system
69,os.system
70,webapp2_extras.local.Local
70,webapp2_extras.local.Local.__release_local__
71,matplotlib.pyplot.figure
71,matplotlib.pyplot.figure.add_subplot
71,matplotlib.pyplot.figure.set_size_inches
71,matplotlib.pyplot.gray
71,matplotlib.pyplot.imshow
71,matplotlib.pyplot.show
71,numpy.array
72,numpy.random.normal
72,tensorflow.Session
72,tensorflow.get_default_graph
72,tensorflow.get_default_graph.add_summary
72,tensorflow.global_variables_initializer
72,tensorflow.layers.dense
72,tensorflow.layers.dense
72,tensorflow.layers.dense
72,tensorflow.layers.dense
72,tensorflow.layers.dense
72,tensorflow.placeholder
72,tensorflow.reduce_mean
72,tensorflow.summary.FileWriter
72,tensorflow.summary.merge_all
72,tensorflow.summary.scalar
72,tensorflow.train.RMSPropOptimizer.minimize
72,uuid.uuid1.__str__
73,multiprocessing.Pool
73,multiprocessing.Queue
73,os.getpid
73,time.sleep
73,tornado.options.define
74,urllib2.Request
74,urllib2.Request
74,urllib2.Request.add_header
74,urllib2.Request.add_header
74,urllib2.Request.add_header
74,urllib2.Request.add_header
74,urllib2.urlopen
74,urllib2.urlopen
74,urllib2.urlopen.read
74,urllib2.urlopen.read
74,webapp2.WSGIApplication
75,csv.DictWriter
75,gpxpy.parse
75,os.makedirs
75,os.path.exists
77,argparse.ArgumentParser
77,argparse.ArgumentParser.add_argument
77,argparse.ArgumentParser.parse_args
78,PIL.Image.fromarray
78,PIL.Image.open.resize.convert
79,itertools.combinations
79,itertools.combinations
79,timeit.timeit
79,timeit.timeit
80,matplotlib.pyplot.axes
80,matplotlib.pyplot.axes.arrow
80,matplotlib.pyplot.axes.fill_between
80,matplotlib.pyplot.axes.fill_between
80,matplotlib.pyplot.close
80,matplotlib.pyplot.figure
80,matplotlib.pyplot.plot
80,matplotlib.pyplot.plot
80,matplotlib.pyplot.plot
80,matplotlib.pyplot.plot
80,matplotlib.pyplot.plot
80,matplotlib.pyplot.plot
80,matplotlib.pyplot.savefig
80,matplotlib.pyplot.xlim
80,matplotlib.pyplot.ylim
80,numpy.array
80,numpy.copy
80,numpy.copy
80,numpy.linalg.norm
80,numpy.linspace
80,numpy.multiply
80,numpy.multiply
80,numpy.multiply
80,numpy.ones
80,numpy.ones
80,numpy.ones
80,numpy.ones
80,numpy.ones
80,numpy.random.normal
80,numpy.random.normal
80,numpy.random.seed
81,collections.defaultdict
81,random.choice
81,random.choice
82,os.getcwd
82,selenium.webdriver.Chrome
82,selenium.webdriver.support.ui.WebDriverWait
83,PIL.ImageOps.expand
83,photos.pick_image
83,photos.save_image
83,webbrowser.open
84,bs4.BeautifulSoup
84,cv2.imread
84,cv2.imwrite
84,cv2.resize
84,cv2.resize
84,os.path.dirname
84,os.path.isfile
84,os.system
84,os.system
84,os.system
84,os.system
84,os.system
84,os.system
84,urllib2.urlopen
84,urllib2.urlopen
84,urllib2.urlopen.close
84,urllib2.urlopen.close
85,webbrowser.open_new_tab
87,argparse.ArgumentParser
87,json.load
87,json.load
87,sys.stdout.write
87,urllib.urlencode
88,csv.writer
88,csv.writer.writerow
88,csv.writer.writerow
88,pyodbc.connect
88,pyodbc.connect.cursor
89,functools.partial
89,logging.debug
89,logging.debug
89,logging.debug
90,bs4.BeautifulSoup
90,bs4.BeautifulSoup.findAll
90,os.makedirs
90,os.path.isfile
90,os.path.join
90,os.path.join
90,re.compile
90,shutil.copyfileobj
90,urllib2.urlopen
90,urllib2.urlopen.read
91,PIL.Image.open
91,PIL.ImageOps.fit
91,PIL.ImageOps.fit.save
91,PIL.ImageOps.fit.thumbnail
91,os.path.splitext
92,xml.etree.ElementTree.XML
92,xml.etree.ElementTree.XML.getiterator
92,zipfile.ZipFile
92,zipfile.ZipFile.close
92,zipfile.ZipFile.read
93,email.header.decode_header
93,email.header.decode_header
93,itertools.groupby
93,itertools.groupby.sort
93,mailbox.mbox
93,re.compile
94,operator.itemgetter
94,plexapi.server.PlexServer
94,plexapi.server.PlexServer.createPlaylist
94,plexapi.server.PlexServer.playlists
94,requests.delete
94,time.gmtime
95,cv2.VideoCapture
95,cv2.VideoCapture.read
95,cv2.VideoCapture.release
95,cv2.destroyWindow
95,cv2.imshow
95,cv2.namedWindow
95,cv2.waitKey
96,numpy.random.randint
96,numpy.random.randint
96,pandas.DataFrame
96,pandas.DataFrame.drop_duplicates
96,pandas.DataFrame.set_index
96,pandas.qcut
96,pandas.qcut
97,ntfy.backends.default.notify
97,requests.get
97,requests.get.json
97,time.sleep
98,string.ascii_uppercase.index
98,sys.exit
99,os.getcwd
99,os.getcwd.split
99,os.listdir
99,requests.Session
99,requests.Session.post
99,requests.Session.post
99,requests.Session.post
99,requests.Session.post
99,urllib.quote
99,urllib.quote
