package,version,api,type,success,stdout
boto3,1.20.20,boto3.session.UnknownAPIVersionError,class,True,OK
boto3,1.20.20,boto3.docs.attr.get_identifier_description,function,True,OK
boto3,1.20.20,boto3.docs.utils.get_resource_ignore_params,function,True,OK
boto3,1.20.20,boto3.resources.model.xform_name,function,True,OK
boto3,1.20.20,boto3.setup_default_session,function,True,OK
boto3,1.20.20,boto3.resources.response.get_data_member,function,True,OK
boto3,1.20.20,boto3.docs.collection.document_collection_object,function,True,OK
boto3,1.20.20,boto3.docs.resource.CollectionDocumenter,class,True,OK
boto3,1.20.20,boto3.exceptions.ResourceNotExistsError,class,True,OK
boto3,1.20.20,boto3.docs.attr.document_identifier,function,True,OK
boto3,1.20.20,boto3.docs.utils.get_identifier_description,function,True,OK
boto3,1.20.20,boto3.docs.subresource.BaseDocumenter,class,True,OK
boto3,1.20.20,boto3.resources.response.build_empty_response,function,True,OK
boto3,1.20.20,boto3.utils.inject_attribute,function,True,OK
boto3,1.20.20,boto3.docs.ServiceDocumenter,class,True,OK
boto3,1.20.20,boto3.exceptions.ResourceLoadException,class,True,OK
boto3,1.20.20,boto3.docs.service.Boto3ClientDocumenter,class,True,OK
boto3,1.20.20,boto3.docs.subresource.get_identifier_description,function,True,OK
boto3,1.20.20,boto3.resources.params.create_request_parameters,function,True,OK
boto3,1.20.20,boto3.resources.collection.ResourceCollection,class,True,OK
boto3,1.20.20,boto3.docs.generate_docs,function,True,OK
boto3,1.20.20,boto3.exceptions.Boto3Error,class,True,OK
boto3,1.20.20,boto3.docs.waiter.xform_name,function,True,OK
boto3,1.20.20,boto3.docs.resource.get_official_service_name,function,True,OK
boto3,1.20.20,boto3.resources.factory.ServiceAction,class,True,OK
boto3,1.20.20,boto3.exceptions.DynanmoDBOperationNotSupportedError,class,True,OK
boto3,1.20.20,boto3.docs.docstring.document_collection_method,function,True,OK
boto3,1.20.20,boto3.resources.model.DefinitionWithParams,class,True,OK
boto3,1.20.20,boto3.session.Config,class,True,OK
boto3,1.20.20,boto3.docs.docstring.BatchActionDocstring,class,True,OK
boto3,1.20.20,boto3.docs.docstring.document_collection_object,function,True,OK
boto3,1.20.20,boto3.docs.docstring.CollectionDocstring,class,True,OK
boto3,1.20.20,boto3.resources.collection.merge_dicts,function,True,OK
boto3,1.20.20,boto3.docs.docstring.document_attribute,function,True,OK
boto3,1.20.20,boto3._get_default_session,function,True,OK
boto3,1.20.20,boto3.resources.factory.partial,class,True,OK
boto3,1.20.20,boto3.exceptions.DynamoDBNeedsConditionError,class,True,OK
boto3,1.20.20,boto3.docs.waiter.BaseDocumenter,class,True,OK
boto3,1.20.20,boto3.docs.action.get_resource_public_actions,function,True,OK
s3transfer,0.5.0,s3transfer.RetriesExceededError,class,True,OK
s3transfer,0.5.0,s3transfer.compat.SOCKET_ERROR,class,True,OK
s3transfer,0.5.0,s3transfer.NullHandler,class,True,OK
s3transfer,0.5.0,s3transfer.exceptions.S3UploadFailedError,class,True,OK
s3transfer,0.5.0,s3transfer.ReadFileChunk,class,True,OK
s3transfer,0.5.0,s3transfer.QueueShutdownError,class,True,OK
s3transfer,0.5.0,s3transfer.OSUtils,class,True,OK
s3transfer,0.5.0,s3transfer.MultipartUploader,class,True,OK
s3transfer,0.5.0,s3transfer.random_file_extension,function,True,OK
s3transfer,0.5.0,s3transfer.exceptions.FatalError,class,True,OK
s3transfer,0.5.0,s3transfer.exceptions.RetriesExceededError,class,True,OK
s3transfer,0.5.0,s3transfer.exceptions.CancelledError,class,True,OK
s3transfer,0.5.0,s3transfer.disable_upload_callbacks,function,True,OK
s3transfer,0.5.0,s3transfer.compat.fallocate,function,True,OK
s3transfer,0.5.0,s3transfer.IncompleteReadError,class,True,OK
s3transfer,0.5.0,s3transfer.exceptions.InvalidSubscriberMethodError,class,True,OK
s3transfer,0.5.0,s3transfer.compat.rename_file,function,True,OK
s3transfer,0.5.0,s3transfer.ShutdownQueue,class,True,OK
s3transfer,0.5.0,s3transfer.StreamReaderProgress,class,True,OK
s3transfer,0.5.0,s3transfer.compat.BaseManager,class,True,OK
s3transfer,0.5.0,s3transfer.ReadTimeoutError,class,True,OK
s3transfer,0.5.0,s3transfer.compat.readable,function,True,OK
s3transfer,0.5.0,s3transfer.TransferConfig,class,True,OK
s3transfer,0.5.0,s3transfer.S3Transfer,class,True,OK
s3transfer,0.5.0,s3transfer.compat.accepts_kwargs,function,True,OK
s3transfer,0.5.0,s3transfer.exceptions.TransferNotDoneError,class,True,OK
s3transfer,0.5.0,s3transfer.S3UploadFailedError,class,True,OK
s3transfer,0.5.0,s3transfer.MultipartDownloader,class,True,OK
s3transfer,0.5.0,s3transfer.enable_upload_callbacks,function,True,OK
s3transfer,0.5.0,s3transfer.compat.seekable,function,True,OK
idna,3.3,idna.core.check_initial_combiner,function,True,OK
idna,3.3,idna.core.check_nfc,function,True,OK
idna,3.3,idna.IDNAError,class,True,OK
idna,3.3,idna.core._unot,function,True,OK
idna,3.3,idna.ulabel,function,True,OK
idna,3.3,idna.core.valid_label_length,function,True,OK
idna,3.3,idna.core.valid_string_length,function,True,OK
idna,3.3,idna.intranges._decode_range,function,True,OK
idna,3.3,idna.core.intranges_contain,function,True,OK
idna,3.3,idna.core.valid_contextj,function,True,OK
idna,3.3,idna.alabel,function,True,OK
idna,3.3,idna.core.IDNAError,class,True,OK
idna,3.3,idna.core.uts46_remap,function,True,OK
idna,3.3,idna.valid_contexto,function,True,OK
idna,3.3,idna.core.encode,function,True,OK
idna,3.3,idna.check_label,function,True,OK
idna,3.3,idna.check_nfc,function,True,OK
idna,3.3,idna.core.check_bidi,function,True,OK
idna,3.3,idna.core._combining_class,function,True,OK
idna,3.3,idna.core.alabel,function,True,OK
idna,3.3,idna.core.check_hyphen_ok,function,True,OK
idna,3.3,idna.encode,function,True,OK
idna,3.3,idna.valid_string_length,function,True,OK
idna,3.3,idna.core._punycode,function,True,OK
idna,3.3,idna.core.ulabel,function,True,OK
idna,3.3,idna.core.decode,function,True,OK
idna,3.3,idna.core.Union,function,True,OK
idna,3.3,idna.core.Optional,function,True,OK
idna,3.3,idna.IDNABidiError,class,True,OK
idna,3.3,idna.core._is_script,function,True,OK
idna,3.3,idna.InvalidCodepointContext,class,True,OK
idna,3.3,idna.core.valid_contexto,function,True,OK
idna,3.3,idna.intranges_contain,function,True,OK
idna,3.3,idna.core.IDNABidiError,class,True,OK
idna,3.3,idna.core.InvalidCodepointContext,class,True,OK
idna,3.3,idna.core.check_label,function,True,OK
idna,3.3,idna.check_hyphen_ok,function,True,OK
idna,3.3,idna.valid_label_length,function,True,OK
idna,3.3,idna.intranges._encode_range,function,True,OK
idna,3.3,idna.uts46_remap,function,True,OK
idna,3.3,idna.InvalidCodepoint,class,True,OK
idna,3.3,idna.valid_contextj,function,True,OK
idna,3.3,idna.intranges.intranges_contain,function,True,OK
idna,3.3,idna.core.InvalidCodepoint,class,True,OK
idna,3.3,idna.decode,function,True,OK
idna,3.3,idna.intranges.Tuple,function,True,OK
idna,3.3,idna.check_bidi,function,True,OK
idna,3.3,idna.intranges.intranges_from_list,function,True,OK
idna,3.3,idna.intranges.List,function,True,OK
idna,3.3,idna.check_initial_combiner,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.bucket,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.UnequalIterablesError,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.divide,function,True,OK
setuptools,59.4.0,setuptools.monkey._patch_distribution_metadata,function,True,OK
setuptools,59.4.0,setuptools._vendor.packaging._manylinux._glibc_version_string,function,True,OK
setuptools,59.4.0,setuptools.DistutilsOptionError,class,True,OK
setuptools,59.4.0,setuptools.config.configuration_to_dict,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.map_except,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.AbortThread,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.recipes.pairwise,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.repeat,class,True,OK
setuptools,59.4.0,pkg_resources.get_default_cache,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.Counter,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.always_iterable,function,True,OK
setuptools,59.4.0,setuptools.msvc._msvc14_find_vc2017,function,True,OK
setuptools,59.4.0,setuptools.dist.check_specifier,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.collate,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.recipes.roundrobin,function,True,OK
setuptools,59.4.0,setuptools.dist.check_extras,function,True,OK
setuptools,59.4.0,setuptools.dist.assert_string_list,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.pairwise,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.recipes.nth,function,True,OK
setuptools,59.4.0,setuptools.dist._Distribution,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.spy,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.seekable,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.interleave,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.compress,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.heappop,function,True,OK
setuptools,59.4.0,pkg_resources.AvailableDistributions,class,True,OK
setuptools,59.4.0,pkg_resources.split_sections,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.sub,function,True,OK
setuptools,59.4.0,setuptools._vendor.packaging._musllinux.platform_tags,function,True,OK
setuptools,59.4.0,pkg_resources.DistInfoDistribution,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.windowed,function,True,OK
setuptools,59.4.0,pkg_resources.NoDists,class,True,OK
setuptools,59.4.0,setuptools._vendor.packaging._manylinux._ELFFileHeader,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.always_reversible,function,True,OK
setuptools,59.4.0,setuptools.msvc.SystemInfo,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.itemgetter,class,True,OK
setuptools,59.4.0,pkg_resources.resource_exists,function,True,OK
setuptools,59.4.0,setuptools.config.partial,class,True,OK
setuptools,59.4.0,pkg_resources.ResolutionError,class,True,OK
setuptools,59.4.0,pkg_resources.postprocess,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.filter_except,function,True,OK
setuptools,59.4.0,setuptools.dist.Optional,function,True,OK
setuptools,59.4.0,pkg_resources.get_supported_platform,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.appdirs._get_win_folder_from_registry,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.ThreadPoolExecutor,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.Sequence,class,True,OK
setuptools,59.4.0,setuptools.msvc._msvc14_find_vc2015,function,True,OK
requests,2.26.0,requests.URLRequired,class,True,OK
requests,2.26.0,requests.models.requote_uri,function,True,OK
requests,2.26.0,requests.options,function,True,OK
requests,2.26.0,requests.utils.urlunparse,function,True,OK
requests,2.26.0,requests.head,function,True,OK
requests,2.26.0,requests.models.to_key_val_list,function,True,OK
requests,2.26.0,requests.compat.urljoin,function,True,OK
requests,2.26.0,requests.DependencyWarning,class,True,OK
requests,2.26.0,requests.RequestException,class,True,OK
requests,2.26.0,requests.cookies.urlparse,function,True,OK
requests,2.26.0,requests.patch,function,True,OK
requests,2.26.0,requests.exceptions.InvalidJSONError,class,True,OK
requests,2.26.0,requests.sessions._basic_auth_str,function,True,OK
requests,2.26.0,requests.utils.address_in_network,function,True,OK
requests,2.26.0,requests.adapters.get_encoding_from_headers,function,True,OK
requests,2.26.0,requests.compat.OrderedDict,class,True,OK
requests,2.26.0,requests.sessions.should_bypass_proxies,function,True,OK
requests,2.26.0,requests.models.Callable,class,True,OK
requests,2.26.0,requests.sessions.rewind_body,function,True,OK
requests,2.26.0,requests.exceptions.RequestsWarning,class,True,OK
requests,2.26.0,requests.cookies.cookiejar_from_dict,function,True,OK
requests,2.26.0,requests.compat.unquote,function,True,OK
requests,2.26.0,requests.exceptions.InvalidSchema,class,True,OK
requests,2.26.0,requests.Request,class,True,OK
requests,2.26.0,requests.adapters.NewConnectionError,class,True,OK
requests,2.26.0,requests.models.urlunparse,function,True,OK
requests,2.26.0,requests.sessions.Request,class,True,OK
requests,2.26.0,requests.PreparedRequest,class,True,OK
requests,2.26.0,requests.api.options,function,True,OK
requests,2.26.0,requests.certs.where,function,True,OK
requests,2.26.0,requests.compat.urlencode,function,True,OK
requests,2.26.0,requests.request,function,True,OK
requests,2.26.0,requests.sessions.merge_setting,function,True,OK
requests,2.26.0,requests.adapters.extract_cookies_to_jar,function,True,OK
requests,2.26.0,requests.utils.cookiejar_from_dict,function,True,OK
requests,2.26.0,requests.api.patch,function,True,OK
requests,2.26.0,requests.Session,class,True,OK
requests,2.26.0,requests._internal_utils.unicode_is_ascii,function,True,OK
requests,2.26.0,requests.models.ProtocolError,class,True,OK
requests,2.26.0,requests.utils.check_header_validity,function,True,OK
requests,2.26.0,requests.models.get_cookie_header,function,True,OK
requests,2.26.0,requests.models.urlencode,function,True,OK
requests,2.26.0,requests.sessions.to_native_string,function,True,OK
requests,2.26.0,requests.models.guess_json_utf,function,True,OK
requests,2.26.0,requests.exceptions.InvalidHeader,class,True,OK
requests,2.26.0,requests.sessions.urlparse,function,True,OK
requests,2.26.0,requests.models.ReadTimeoutError,class,True,OK
requests,2.26.0,requests.cookies.remove_cookie_by_name,function,True,OK
requests,2.26.0,requests.compat.Mapping,class,True,OK
requests,2.26.0,requests.utils.get_auth_from_url,function,True,OK
certifi,2021.10.8,certifi.where,function,True,OK
certifi,2021.10.8,certifi.core.contents,function,True,OK
certifi,2021.10.8,certifi.core.where,function,True,OK
certifi,2021.10.8,certifi.contents,function,True,OK
certifi,2021.10.8,certifi.core.get_path,function,True,OK
certifi,2021.10.8,certifi.core.read_text,function,True,OK
pyyaml,6.0,yaml.cyaml.CParser,class,True,OK
pyyaml,6.0,yaml.parser.StreamEndEvent,class,True,OK
pyyaml,6.0,yaml.events.DocumentStartEvent,class,True,OK
pyyaml,6.0,yaml.resolver.ScalarNode,class,True,OK
pyyaml,6.0,yaml.parser.ScalarEvent,class,True,OK
pyyaml,6.0,yaml.scanner.KeyToken,class,True,OK
pyyaml,6.0,yaml.parser.FlowMappingEndToken,class,True,OK
pyyaml,6.0,yaml.dumper.Serializer,class,True,OK
pyyaml,6.0,yaml.MappingStartEvent,class,True,OK
pyyaml,6.0,yaml.ScalarNode,class,True,OK
pyyaml,6.0,_yaml.FlowSequenceStartToken,class,True,OK
pyyaml,6.0,yaml._yaml.StreamStartToken,class,True,OK
pyyaml,6.0,yaml.representer.MarkedYAMLError,class,True,OK
pyyaml,6.0,yaml.composer.DocumentEndEvent,class,True,OK
pyyaml,6.0,yaml.events.SequenceEndEvent,class,True,OK
pyyaml,6.0,yaml.constructor.FullConstructor,class,True,OK
pyyaml,6.0,yaml.loader.SafeConstructor,class,True,OK
pyyaml,6.0,_yaml.CEmitter,class,True,OK
pyyaml,6.0,yaml.parser.FlowSequenceStartToken,class,True,OK
pyyaml,6.0,yaml.CBaseDumper,class,True,OK
pyyaml,6.0,yaml.SequenceNode,class,True,OK
pyyaml,6.0,yaml.composer.DocumentStartEvent,class,True,OK
pyyaml,6.0,_yaml.DocumentStartEvent,class,True,OK
pyyaml,6.0,_yaml.SequenceNode,class,True,OK
pyyaml,6.0,yaml.Event,class,True,OK
pyyaml,6.0,yaml.CollectionStartEvent,class,True,OK
pyyaml,6.0,yaml.scanner.MarkedYAMLError,class,True,OK
pyyaml,6.0,yaml.Mark,class,True,OK
pyyaml,6.0,yaml.resolver.Resolver,class,True,OK
pyyaml,6.0,yaml.parser.KeyToken,class,True,OK
pyyaml,6.0,yaml.serializer.DocumentStartEvent,class,True,OK
pyyaml,6.0,yaml.ValueToken,class,True,OK
pyyaml,6.0,yaml.dump_all,function,True,OK
pyyaml,6.0,yaml.serializer.SequenceStartEvent,class,True,OK
pyyaml,6.0,yaml.parser.StreamEndToken,class,True,OK
pyyaml,6.0,yaml.emitter.MappingEndEvent,class,True,OK
pyyaml,6.0,yaml.dumper.EmitterError,class,True,OK
pyyaml,6.0,yaml.emitter.CollectionEndEvent,class,True,OK
pyyaml,6.0,yaml.dumper.SerializerError,class,True,OK
pyyaml,6.0,yaml.parser.BlockMappingStartToken,class,True,OK
pyyaml,6.0,yaml.loader.BaseLoader,class,True,OK
pyyaml,6.0,yaml.composer.MarkedYAMLError,class,True,OK
pyyaml,6.0,yaml.scanner.StreamEndToken,class,True,OK
pyyaml,6.0,yaml.cyaml.SafeConstructor,class,True,OK
pyyaml,6.0,yaml._yaml.MappingEndEvent,class,True,OK
pyyaml,6.0,yaml._yaml.AliasEvent,class,True,OK
pyyaml,6.0,yaml.events.DocumentEndEvent,class,True,OK
pyyaml,6.0,yaml.parser.StreamStartToken,class,True,OK
pyyaml,6.0,yaml.serializer.SerializerError,class,True,OK
pyyaml,6.0,yaml.composer.ScalarNode,class,True,OK
jmespath,0.10.0,jmespath.compat.with_str_method,function,True,OK
jmespath,0.10.0,jmespath.ast.current_node,function,True,OK
jmespath,0.10.0,jmespath.exceptions.UnknownFunctionError,class,True,OK
jmespath,0.10.0,jmespath.visitor.string_type,class,True,OK
jmespath,0.10.0,jmespath.lexer.EmptyExpressionError,class,True,OK
jmespath,0.10.0,jmespath.exceptions.ParseError,class,True,OK
jmespath,0.10.0,jmespath.visitor.TreeInterpreter,class,True,OK
jmespath,0.10.0,jmespath.parser.with_repr_method,function,True,OK
jmespath,0.10.0,jmespath.exceptions.JMESPathTypeError,class,True,OK
jmespath,0.10.0,jmespath.ast.index,function,True,OK
jmespath,0.10.0,jmespath.ast.flatten,function,True,OK
jmespath,0.10.0,jmespath.compat.text_type,class,True,OK
jmespath,0.10.0,jmespath.functions.get_methods,function,True,OK
jmespath,0.10.0,jmespath.ast.comparator,function,True,OK
jmespath,0.10.0,jmespath.compat.zip_longest,class,True,OK
jmespath,0.10.0,jmespath.ast.or_expression,function,True,OK
jmespath,0.10.0,jmespath.functions.FunctionRegistry,class,True,OK
jmespath,0.10.0,jmespath.exceptions.IncompleteExpressionError,class,True,OK
jmespath,0.10.0,jmespath.visitor._is_actual_number,function,True,OK
jmespath,0.10.0,jmespath.visitor.Number,class,True,OK
jmespath,0.10.0,jmespath.ast.identity,function,True,OK
jmespath,0.10.0,jmespath.exceptions.ArityError,class,True,OK
jmespath,0.10.0,jmespath.ast.not_expression,function,True,OK
jmespath,0.10.0,jmespath.visitor._equals,function,True,OK
jmespath,0.10.0,jmespath.ast.pipe,function,True,OK
jmespath,0.10.0,jmespath.ast.key_val_pair,function,True,OK
jmespath,0.10.0,jmespath.ast.function_expression,function,True,OK
jmespath,0.10.0,jmespath.visitor.Options,class,True,OK
jmespath,0.10.0,jmespath.Options,class,True,OK
jmespath,0.10.0,jmespath.ast.multi_select_list,function,True,OK
jmespath,0.10.0,jmespath.functions.STRING_TYPE,class,True,OK
jmespath,0.10.0,jmespath.compat.with_repr_method,function,True,OK
jmespath,0.10.0,jmespath.lexer.Lexer,class,True,OK
jmespath,0.10.0,jmespath.ast.slice,function,True,OK
jmespath,0.10.0,jmespath.parser.Parser,class,True,OK
jmespath,0.10.0,jmespath.lexer.LexerError,class,True,OK
jmespath,0.10.0,jmespath.functions.signature,function,True,OK
jmespath,0.10.0,jmespath.ast.subexpression,function,True,OK
jmespath,0.10.0,jmespath.ast.value_projection,function,True,OK
jmespath,0.10.0,jmespath.compat.with_metaclass,function,True,OK
jmespath,0.10.0,jmespath.lexer.loads,function,True,OK
jmespath,0.10.0,jmespath.search,function,True,OK
jmespath,0.10.0,jmespath.compile,function,True,OK
jmespath,0.10.0,jmespath.ast.filter_projection,function,True,OK
jmespath,0.10.0,jmespath.ast.expref,function,True,OK
jmespath,0.10.0,jmespath.visitor._is_special_integer_case,function,True,OK
jmespath,0.10.0,jmespath.exceptions.with_str_method,function,True,OK
jmespath,0.10.0,jmespath.compat.string_type,class,True,OK
jmespath,0.10.0,jmespath.ast.literal,function,True,OK
jmespath,0.10.0,jmespath.ast.and_expression,function,True,OK
pip,21.3.1,pip.Optional,function,True,OK
pip,21.3.1,pip.main,function,True,OK
pip,21.3.1,pip.List,function,True,OK
click,8.0.3,click.decorators._,function,True,OK
click,8.0.3,click.Path,class,True,OK
click,8.0.3,click.utils.get_os_args,function,True,OK
click,8.0.3,click.decorators.Context,class,True,OK
click,8.0.3,click._compat.get_binary_stderr,function,True,OK
click,8.0.3,click.Tuple,class,True,OK
click,8.0.3,click.core._check_iter,function,True,OK
click,8.0.3,click.STRING,function,True,OK
click,8.0.3,click.utils.echo,function,True,OK
click,8.0.3,click.exceptions.BadOptionUsage,class,True,OK
click,8.0.3,click.command,function,True,OK
click,8.0.3,click.decorators.make_pass_decorator,function,True,OK
click,8.0.3,click.termui.hidden_prompt_func,function,True,OK
click,8.0.3,click._compat._force_correct_text_writer,function,True,OK
click,8.0.3,click.exceptions.NoSuchOption,class,True,OK
click,8.0.3,click.types.File,class,True,OK
click,8.0.3,click.core.echo,function,True,OK
click,8.0.3,click.termui.UsageError,class,True,OK
click,8.0.3,click.exceptions.FileError,class,True,OK
click,8.0.3,click.version_option,function,True,OK
click,8.0.3,click._compat._wrap_io_open,function,True,OK
click,8.0.3,click._compat._find_binary_writer,function,True,OK
click,8.0.3,click.decorators.echo,function,True,OK
click,8.0.3,click.core._check_multicommand,function,True,OK
click,8.0.3,click._compat._find_binary_reader,function,True,OK
click,8.0.3,click.Option,class,True,OK
click,8.0.3,click.core.prompt,function,True,OK
click,8.0.3,click.types.FloatRange,class,True,OK
click,8.0.3,click._compat._get_windows_console_stream,function,True,OK
click,8.0.3,click.termui.get_terminal_size,function,True,OK
click,8.0.3,click.termui.edit,function,True,OK
click,8.0.3,click.UUID,function,True,OK
click,8.0.3,click.formatting.join_options,function,True,OK
click,8.0.3,click.types.StringParamType,class,True,OK
click,8.0.3,click.Group,class,True,OK
click,8.0.3,click.exceptions.UsageError,class,True,OK
click,8.0.3,click.group,function,True,OK
click,8.0.3,click.parser._unpack_args,function,True,OK
click,8.0.3,click.globals.resolve_color_default,function,True,OK
click,8.0.3,click.unstyle,function,True,OK
click,8.0.3,click.core.pop_context,function,True,OK
click,8.0.3,click.utils.open_stream,function,True,OK
click,8.0.3,click.style,function,True,OK
click,8.0.3,click.utils.PacifyFlushWrapper,class,True,OK
click,8.0.3,click.password_option,function,True,OK
click,8.0.3,click.decorators.Option,class,True,OK
click,8.0.3,click.utils.open_file,function,True,OK
click,8.0.3,click.parser.Argument,class,True,OK
click,8.0.3,click.types.FuncParamType,class,True,OK
click,8.0.3,click.utils.KeepOpenFile,class,True,OK
numpy,1.21.4,numpy.polynomial.polynomial.polyfit,function,True,OK
numpy,1.21.4,numpy.core.numeric.cumprod,function,True,OK
numpy,1.21.4,numpy.ma.core.greater,function,True,OK
numpy,1.21.4,numpy.ma.extras.column_stack,function,True,OK
numpy,1.21.4,numpy.core.shape_base._block_check_depths_match,function,True,OK
numpy,1.21.4,numpy.histogram2d,function,True,OK
numpy,1.21.4,numpy.ma.sinh,function,True,OK
numpy,1.21.4,numpy.core._methods._dumps,function,True,OK
